   1 	    36.4474 
   2 	    45.0844 
   3 	    53.9951 
   4 	    62.6879 
   5 	    71.2455 
   6 	    79.7382 
   7 	    88.5194 
   8 	    96.8237 
   9 	   105.3147 
  10 	   114.0591 
  11 	   122.7369 
  12 	   131.3655 
  13 	   139.6938 
  14 	   148.5129 
  15 	   157.2187 
  16 	   165.7125 
  17 	   174.2466 
  18 	   182.6744 
  19 	   191.5695 
  20 	   199.9665 
  21 	   208.5960 
  22 	   217.1801 
  23 	   225.4973 
  24 	   234.1491 
  25 	   242.7558 
