   1 	     2.1923 
   2 	    10.5524 
   3 	    19.2378 
   4 	    27.6931 
   5 	    36.3488 
   6 	    44.7991 
   7 	    53.4391 
   8 	    61.8740 
   9 	    70.6446 
  10 	    79.2162 
  11 	    87.8414 
  12 	    96.4516 
  13 	   104.9331 
  14 	   113.4760 
  15 	   122.1790 
  16 	   130.7301 
  17 	   139.3015 
  18 	   147.7692 
  19 	   155.9346 
  20 	   165.0387 
  21 	   173.5436 
  22 	   182.2619 
  23 	   190.9178 
  24 	   199.3744 
  25 	   208.0595 
